"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","ZEMA",21.8772643306666,2.57626068585122,0.133016284644164,3.58442135442889,-45.824104940913,0.781008200811478,1.00000000212065,99.648209881826,102.981543215159,5.79130279702441,1.50010131854152,0.0353445126684036,0.614720817482835,17,21.8772643306666,0.0776621701155879,0.133016284644164,0.227824331385584,0.417123964823102
