"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","ZEMA",31.7363367296135,8.96569125652715,1.059265188223,3.64978919910252,-46.1313349391037,0.772948017705633,1.00000000207993,100.262669878207,103.596003211541,7.03051101673578,2.80279543611399,1.52058658646892,0.62592948663598,17,32.7956019178365,0.0258231980734935,0.08109736695356,0.195494187739601,0.446290417151454
