"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","ZEMA",15.185092172675,-23.1188301993818,5.10017063377035,NA,-51.8196129324312,0.556637303153501,1.0000000047502,109.639225864862,111.485379711016,2.02042458540474,5.00416278686286,0.874668670690481,NA,17,15.185092172675,0.131365575521906,0.328413938804764,0.525462302087622,0.623986483729052
