"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","AVSA",14.2380324265125,2.13402063639325,0.320560884607048,3.09203022022812,-45.8597957820968,0.639784712000729,1.00000000377419,99.7195915641935,102.796514641117,4.81505738483889,1.17518286226515,0.15539314168859,0.515336870035707,18,14.2380324265125,0.167411697493748,0.320560884607048,0.61381183201903,1.27389380250767
