"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","AVSA",19.0088068458154,3.69038661365627,0.90244600548782,3.29997592902291,-41.8056592630351,0.618358797298523,1.00000000098898,91.6113185260701,95.2476821624338,6.39135478937845,2.12368262810333,1.39768388669602,0.583355966475999,16,19.9112528513032,0.0637015468722856,0.20100502847395,0.493183083112326,1.44125950918122
