"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","STDE",281.214661920619,20,0.001,22.3573694212991,-95.0479850882857,0.780801967217773,0.999999937513351,198.095970176571,200.595970176571,345.133524142097,22.0062464147854,0.0508119332659,14.6301197194649,21,281.215661920619,0.0111572220157597,0.0346575368284311,0.0804726068272341,0.149789991994064
