"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CESE",69.0964935369747,7.63214323493777,6.56314580800603,NA,-82.510214268572,0.741142332790548,0.99999999588355,171.020428537144,172.163285680001,10.265697564004,1.17457524191226,0.928165081075756,NA,25,69.0964935369747,0.0292373379855769,0.090819466986274,0.210876271958125,0.392515205930673
