"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CESE",120.279727034925,1.32525800901882,0.0391985392814461,5.77120820879059,-85.6391396238664,0.792672598782495,1.00636168458696,179.278279247733,181.096461065915,69.0526398924243,0.23170735297201,0.0293929404783686,0.797740097235283,27,120.279727034925,0.0137712526722131,0.0391985392814461,0.111574852220916,0.361558894693461
