"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CESE",15.87724314886,-11.5807514787475,11.3223151269424,NA,-103.834280889529,0.202016888197114,1.00000002166097,213.668561779059,214.712040039928,3.17722261922447,4.42941697777549,1.54076744622843,NA,27,15.87724314886,0.274200567691955,0.685501419229888,1.09680227076782,1.30245269653679
