"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CESE",90.2097952761939,-0.0997464360548535,0.0459552124369746,6.96024818156142,-83.9788415776757,0.708870394449644,1.01756910157988,175.957683155351,177.957683155351,38.7331195914533,0.0223370144598817,0.0789181843067462,1.01319411048884,25,55.3152976546776,0.0762076815224393,0.102639461487387,0.173234835845074,0.301809462937833
