"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CESE",77.2872147872587,10.7665501051991,4.01452942593428,6.25186204788305,-81.2954467509268,0.765114781765425,0.999999995557398,170.590893501854,172.590893501854,16.13487801922,3.37116908557888,2.42645372560385,0.884139674742016,25,81.301744213193,0.0219396510256988,0.0693339853662303,0.171117388574351,0.681013585393983
