"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PABI",46.0970963478279,18.8960455428293,2.69516874354032,3.71333230903887,-54.6173640812167,0.597598202003146,1.00000000252735,117.234728162433,119.9013948291,41.6993788025636,13.3917019615727,1.09929874447968,0.587127211753276,20,48.7922650913682,0.0125882546146916,0.0398704208220978,0.0992715549802615,NA
