"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PABI",8.48279033786825,-6.80640462259387,5.04420195217731,NA,-60.7435598070231,0.257464515921822,0.999999995207254,127.487119614046,128.987119614046,1.72633352908378,2.58463486846985,0.797555391697152,NA,20,8.48279033786825,0.249259067252911,0.623147668132277,0.997036269011644,1.18398056945133
