"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PABI",19.3012798009046,5.07906789869572,4.01014901251679,NA,-56.1553387047433,0.530697030959055,0.999999999794134,118.310677409487,119.810677409487,6.06175285911575,2.52762937261994,0.634056338876141,NA,20,19.3012798009046,0.0439339571285337,0.136471335761812,0.316876628652158,0.589819300175782
