"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PABI",41.1727254987684,-0.173097227698274,-0.0645923454720022,4.08866067476897,-56.5431197949143,0.512140888450528,1.00891408219991,121.086239589829,123.752906256495,40.2978057101865,0.0941871800227832,0.272396048461718,0.65271055912259,20,16.7893536792598,0.0386558140473146,0.11125054661355,0.270880379318153,0.516052293561335
