"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","NAVI",106.959454802442,5.8425311709089,7.6931759758153,NA,-72.6447169074468,0.886436599020498,0.999999997454155,151.289433814894,152.701198520776,21.3631850826855,1.69465259292911,1.18707937313565,NA,21,106.959454802442,0.0381929586315748,0.118638165597004,0.275469289825582,0.512745621019589
