"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","NAVI",109.63380956111,6.40740186804738,1.96622518080711,7.51452697188647,-72.1513090794199,0.891649639171983,0.999999999357562,152.30261815884,154.80261815884,23.7190163090748,1.96097302705556,1.9532109913578,1.15950262243634,21,111.600034741917,0.0355272319655461,0.111003562032345,0.26280216414547,0.532570379634981
