"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PADI",125.447212247425,1.42660695794366,0.0457506154586182,8.57781830344328,-82.0667172071091,0.776782637799209,0.999999997379316,172.133434414218,174.35565663644,212.808206301293,0.717904596692486,0.0927725964512678,1.26472840742225,23,125.447212247425,0.0173130909907871,0.0457506154586182,0.120898042755981,0.360377005825452
