"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PADI",86.0477060295736,9.59609233722263,8.80843704565531,NA,-82.6769166204101,0.764618680875421,1.00000000043305,171.35383324082,172.616991135557,26.9076981032516,3.63826122185605,1.29872576282196,NA,23,86.0477060295736,0.0232535852587256,0.0722322333093098,0.167718051877345,0.312182518495965
