"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","PADI",89.7559017581613,10.7373231024816,1.83129789122828,8.68665491419944,-82.3567088467393,0.771082270441434,0.999999998675068,172.713417693479,174.935639915701,30.4098770344714,4.25170308165827,2.26279907049814,1.28076467924506,23,91.5871996493896,0.0212583132128545,0.0664747892661012,0.157820866077753,0.324680349144102
