"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CHLA",91.0158679877435,-0.0382054355697477,0.0342944654247191,7.31474611486297,-81.8119406084765,0.671293213593862,1.0188229518678,171.623881216953,173.729144374848,37.4148825753172,0.00899135120190981,0.0284444164371153,1.09669531510644,24,64.6633948950611,0.0421692100961965,0.049641580471552,0.0717908588427,0.117177855343454
