"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CHLA",86.9793812010903,20,3.121411136221,6.39512173754628,-78.5873761629469,0.748749004171107,1.00000000029175,165.174752325894,167.280015483789,19.938489295291,4.29179650158669,2.31988371859474,0.994868533668339,24,90.1007923373113,0.0116077868924877,0.0364846869113012,0.0882196977594582,0.207048085527944
