"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","CHLA",19.3393650890535,-25.7731918688342,11.0924813099218,NA,-91.8049452646156,0.244094389408857,0.999999983206673,189.609890529231,190.809890529231,3.09003117985587,9.25739208798636,1.60105064415319,NA,24,19.3393650890535,0.150073496425868,0.375183741064671,0.600293985703473,0.712849108022874
