"","Species","data.type","A.A","B.B","C.C","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.C","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","DASP",17.9513235493986,2.46310081174927,2.08377035167787,3.18949812108444,-56.7336463163879,0.643887521641827,0.999999994559949,121.467292632776,123.820233809246,4.45707968566741,1.56104629479703,2.13887209387663,0.480833888228189,22,20.0350939010765,0.102550688027365,0.331506806140123,0.90684400355608,NA
