"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","DASP",12.6516928530793,-7.12048775492027,3.674166514852,NA,-59.8458266895192,0.52743650452596,0.999999997474485,125.691653379038,127.024986712372,1.3153114993558,1.43694923591261,0.553899017556412,NA,22,12.6516928530793,0.355360286781954,0.888400716954886,1.42144114712782,1.68796136221428
