"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","DASP",19.5887755913793,1.33174668529679,0.338234242580245,3.18351947532137,-56.6923690511379,0.645221322023256,1.00000000282976,121.384738102276,123.737679278746,11.9692136816984,0.689568530742506,0.354026339967889,0.479933631522009,22,19.5887755913793,0.119435823197525,0.338234242580245,0.957856694842986,3.08620952827141
