"","Species","data.type","A.A","B.B","C.sd","D.NA","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.sd","sterror.NA","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","DASP",17.4062004951531,1.5508722694282,3.22944955496023,NA,-57.0075051949137,0.634910367080134,1.0000000014659,120.015010389827,121.348343723161,2.55929148183972,0.399219661348858,0.48685570717408,NA,22,17.4062004951531,0.143882610910622,0.446940211791593,1.03776303449381,1.93164345807699
