"","Species","data.type","A.A","B.B","C.Xo","D.sd","loglikeli","rsq","slope","AIC","AICcorr","sterror_1.A","sterror.B","sterror.Xo","sterror.sd","N","Kmax","psi_kleaf20","psi_kleaf50","psi_kleaf80","psi_kleaf95"
"1","1","DASP",34.8654828849825,-0.509519016633796,-0.0918695445898568,3.26303178115291,-57.2350963175408,0.62727793973712,1.00215124329274,122.470192635082,124.823133811552,36.2237451992433,0.193792355757604,0.901351370804926,0.494431725770094,22,15.8653679610391,0.170227646182729,0.365274507944323,0.812717879021355,1.52279319688827
